article_name,article_quality,country,revision_id,population
Template:Moldova-politician-stub,Stub,Moldova,668937182,3.5
Template:Norway-politician-stub,Stub,Norway,668937204,5.3
Template:France-politician-stub,Stub,France,669039498,65.1
Taieb Ghafes,Stub,Morocco,669266906,35.2
Teodor Andrault de Langeron,Stub,Poland,669301445,38.4
Ghassan Ashqar,Stub,Lebanon,669444168,6.1
Magnús Orri Schram,Stub,Iceland,669565720,0.4
Wusu Sannoh,Stub,Sierra Leone,669571173,7.7
Kuri II of Kanem,Stub,Chad,669719757,15.4
Laroussi Mizouri,Stub,Tunisia,669831602,11.6
Hashid Abdullah al-Ahmar,Stub,Yemen,669833212,28.9
Erkin Alymbekov,Stub,Kyrgyzstan,669833349,6.1
Angelo Staniscia,Stub,Italy,669835390,60.6
Malik Adnan Hayat Noon,Stub,Pakistan,669841183,200.6
Samou Seidou Adambi,Stub,Benin,669855022,11.5
Porfirio Smerdou,Stub,Mexico,669862709,130.8
Lise Nordin,Stub,Sweden,669869895,10.2
Fletcher Dulini,Stub,Zimbabwe,669981316,14
Krzysztof Abrahamowicz,Stub,Poland,669985109,38.4
Dilaver Bey,Stub,Turkey,669987106,81.3
Horace Mann Thu-Jaune,Stub,Madagascar,670134982,26.3
Murad Quenili,Stub,Afghanistan,670462475,36.5
Template:Bosnian Prime Minister,Stub,Bosnia-Herzegovina,670625952,3.5
Bir II of Kanem,Stub,Chad,670893206,15.4
Gerald Hill (politician),Stub,Canada,670917017,37.2
List of Presidents of Alsace,Stub,France,670960027,65.1
John R. O'Dea,Stub,Canada,670971940,37.2
Annaberdi Kakabaýew,Stub,Turkmenistan,671016281,5.9
Salim Yahya al-Kharega,Stub,Yemen,671023940,28.9
Faida Mohamed Bakar,Stub,Tanzania,671029717,59.1
Hosea Kiplagat,Stub,Kenya,671032132,51
Michael D. Lett,Stub,Grenada,671047987,0.1
Than Sina,Stub,Cambodia,671073599,16
Samuel J. Hefferton,Start,Canada,671122320,37.2
Armen Rustamyan,Stub,Armenia,671189093,3
Abdulahi Ahmed Afrah,Stub,Somalia,671338098,15.2
Ólafur Garðar Einarsson,Stub,Iceland,671338216,0.4
Badar,Stub,Afghanistan,671455150,36.5
Dušan Švantner,Stub,Slovakia,671461616,5.4
Óli Þorbjörn Guðbjartsson,Stub,Iceland,671462644,0.4
Mohammed Qalamuddin,Stub,Afghanistan,671473289,36.5
Patrick Bourson,Stub,France,671475479,65.1
Lininy,Stub,Madagascar,671483959,26.3
Azeez Issa Adesiji,Stub,Nigeria,671511760,195.9
Ali al-Bahadili,Stub,Iraq,671516033,40.2
Valerian Revenco,Stub,Moldova,671637265,3.5
Presidential Palace Historical Site,Stub,Vietnam,671868722,94.7
Viktor Antonov,Stub,Russia,671890885,147.3
Elsa Malpartida,Stub,Peru,671891037,32.2
Rasoanaivo,Stub,Madagascar,671895550,26.3
Sadio Lamine Sow,Stub,Mali,671897239,19.4
Narayan Sharma Paudel,Stub,Nepal,671903264,29.7
Mataʻiʻulua ‘i Fonuamotu,Stub,Tonga,672119030,0.1
San Tun,Stub,Myanmar,672156082,53.9
Masahiro Futahashi,Stub,Japan,672284154,126.5
Yannis Moralis (politician),Stub,Greece,672515581,10.6
Macarena Escudero,Stub,Argentina,672547562,44.5
André Boulloche,Stub,France,672709444,65.1
Norma Colpari,Stub,Argentina,673393730,44.5
Roosevelt Jayjay,Stub,Liberia,674487383,4.9
Joshua Nii Laryea Afotey-Agbo,Stub,Ghana,674576443,29.5
Military Committee of the Congolese Party of Labour,Stub,Congo,674702694,5.4
Ahmad bin Eid al-Thani,Stub,Qatar,675271208,2.7
Liga Federal,Start,Uruguay,675303236,3.5
George Samuel Ranglin,Stub,Jamaica,675376529,2.9
Rubén Pellanda,Stub,Argentina,676040670,44.5
Raúl Lacabanne,Stub,Argentina,676043559,44.5
Juan Carlos Reyes (governor),Stub,Argentina,676044272,44.5
Bernardo Bas,Stub,Argentina,676498385,44.5
Alexander Dunphy,Stub,Canada,676610041,37.2
Gordon Dawe,Stub,Canada,676612108,37.2
Bijai Prasad,Stub,Fiji,676661990,0.9
Barton Scotland,Stub,Guyana,676691070,0.8
Paul Thoms,Stub,Canada,676732644,37.2
Frederick B. Rowe,Stub,Canada,676734572,37.2
Allan Evans (politician),Stub,Canada,676782180,37.2
Asesela Sadole,Stub,Fiji,676841743,0.9
Luke Woodrow,Stub,Canada,676947124,37.2
William G. Patterson,Stub,Canada,677094551,37.2
Simeon Bouro,Start,Solomon Islands,677317570,0.7
Salisu Buhari,Stub,Nigeria,677435096,195.9
Template:Ireland-politician-stub,Stub,Ireland,677481095,4.9
Hou Zongbin,Stub,China,677516121,"1,393.8"
Jorge Zavala,Stub,Ecuador,677523953,17
Harry Quaderer,Stub,Liechtenstein,677568976,0.04
Freeman White (politician),Stub,Canada,677724847,37.2
Leneuoti Matusi,Stub,Tuvalu,677747943,0.01
Second Toafa Ministry,Start,Tuvalu,677750304,0.01
William J. MacNeil,Stub,Canada,677769770,37.2
Miguel Cané,Start,Argentina,677786528,44.5
Gabriel Antonio Pereira,Stub,Uruguay,677974642,3.5
Wilhelm Wallbaum,Stub,Germany,678140107,82.8
List of São Toméan politicians,Stub,Sao Tome and Principe,678440540,0.2
Larbi Messari,Stub,Morocco,678532348,35.2
Sergey Zorin,Stub,Russia,678595657,147.3
Fakhrul Islam,Stub,Pakistan,678638092,200.6
Template:Guinea-Bissau Presidents,Start,Guinea-Bissau,678702587,1.9
Cora Amalia Castilla,Stub,Mexico,678721991,130.8
Victor Macky,Start,New Zealand,679247120,4.9
Mohamed Mohamud Hayd,Stub,Somalia,679509452,15.2
Sergey Kalyakin,Start,Belarus,679547012,9.5
List of Slovenian politicians,Stub,Slovenia,679559247,2.1
Mateo Vidal,Stub,Uruguay,679591301,3.5
John Collins (Canadian politician),Stub,Canada,679623758,37.2
Osea Gavidi,Start,Fiji,679873929,0.9
Cui Yuying,Start,China,680016822,"1,393.8"
Abdul Rahim Ishak,Start,Singapore,680036029,5.8
Gumercinda Páez,GA,Panama,680071857,4.2
Des Dalton,Start,Ireland,680161213,4.9
Claude Pivi,Stub,Guinea,680174895,11.9
Bernardo Grinspun,Stub,Argentina,680370867,44.5
Michael Konelios,Stub,Marshall Islands,680614363,0.06
Malik Khuda Buksh Tiwana,Stub,Pakistan,680618398,200.6
Barry Hynes,Stub,Canada,680618797,37.2
"Domonkos II, Archbishop of Esztergom",Stub,Hungary,680629551,9.8
Veríssimo Aguiar Cabral,Stub,Portugal,680680191,10.3
Federico Policani,Stub,Panama,680722683,4.2
Alexander Barybin,Stub,Russia,680886613,147.3
Book:Australian Prime Ministers,Stub,Australia,680981536,24.1
Laura Alvarez,Stub,United Kingdom,681177706,66.4
Template:Israel-politician-stub,Stub,Israel,681201779,8.5
Mirosław Czech,Stub,Poland,681605695,38.4
Poli Karastoyanova,Start,Bulgaria,682145001,7
Actisanes,Stub,Ethiopia,682149007,107.5
Azhar Cachalia,Stub,South Africa,682166816,57.7
Simona-Alice Man,Stub,Romania,682928660,19.5
Jerônima Mesquita,Stub,Brazil,683020488,209.4
Template:RiversState-politician-stub,Stub,Nigeria,683127263,195.9
Jose Solis,Stub,Philippines,683282915,107
Viriato Fiallo,Start,Dominican Republic,683417360,10.8
Template:Presidents of Botswana,Stub,Botswana,683426884,2.2
Rodolfo Gabrielli,Stub,Argentina,683631802,44.5
Eli Wong,Stub,Malaysia,683715284,32.5
Horácio de Matos,Stub,Brazil,683946857,209.4
Template:Abia State-politician-stub,Stub,Nigeria,683996491,195.9
Brendan Howard,Stub,Canada,684050793,37.2
Benigno Andrade Flores,Stub,Ecuador,684060626,17
Yury Zaostrovtsev,Stub,Russia,684179656,147.3
Patrick Mutono,Stub,Uganda,684295893,44.1
Giuseppe Fenaroli Avogadro,Stub,Italy,684464777,60.6
Afonso Pedro Canga,Stub,Angola,684499128,30.4
Wilhelm von Wedell-Piesdorf,Stub,Germany,684525811,82.8
Hans Graf von Schwerin-Löwitz,Stub,Germany,684537777,82.8
Geoff Muntz,Start,Australia,684542057,24.1
Martiros Sarukhanyan,Stub,Armenia,684660655,3
Maria del Pilar Hurtado,Stub,Colombia,684804678,49.8
Giovanni Bovara,Start,Italy,684821806,60.6
Zvonimir Mršić,Stub,Croatia,684859066,4.1
Julius Muthamia,Start,Kenya,684879320,51
Wilson Callan,Stub,Canada,684903534,37.2
Rod Moores,Stub,Canada,684903869,37.2
Georges Adwan,Stub,Lebanon,685116600,6.1
Muhammad Musa al-Amri,Start,Yemen,685320824,28.9
Murray Hill Incorporated,Stub,United States,685347694,328
Aníbal Diniz,Stub,Brazil,685720694,209.4
Slaheddine Ben Mbarek,Stub,Tunisia,686050095,11.6
Ali Fawzi Rebaine,Stub,Algeria,686269631,42.7
Jochen Ott,Stub,Germany,686349441,82.8
Aleksander Miller,Stub,Poland,686375687,38.4
Sergei Gaidukevich,Stub,Belarus,686406513,9.5
President of Taiwan,Stub,Taiwan,686619225,23.6
Siosifa Tuʻitupou Tuʻutafaiva,Start,Tonga,686777395,0.1
Template:Denmark-politician-stub,Stub,Denmark,686829001,5.8
Qandil Cabinet,C,Egypt,687093229,97
Ivo Andrić-Lužanski,Stub,Bosnia-Herzegovina,687109778,3.5
Raúl Borrás,Stub,Argentina,687130572,44.5
Roque Carranza,Stub,Argentina,687134370,44.5
Germán López (politician),Stub,Argentina,687138552,44.5
Template:IranElectoralHistory,Stub,Iran,687159311,81.6
Electoral history of Mohammad Khatami,Start,Iran,687159388,81.6
Electoral history of Mahmoud Ahmadinejad,Start,Iran,687159391,81.6
Electoral history of Ali Larijani,Start,Iran,687159546,81.6
Meng Xiangwei,Stub,China,687160422,"1,393.8"
House of Theemuge,Stub,Maldives,687285060,0.4
Ata Messan Ajavon Zeus,Stub,Togo,687492743,8
John Rogers (Irish lawyer),Stub,Ireland,687613810,4.9
Mustafa Osman Obeid Salim,Stub,Sudan,687837173,41.7
Tito Hoz de Vila,Start,Bolivia,687882717,11.3
Alexandré Barro Chambrier,Start,Gabon,688145583,2.1
Md. Moniruzzaman Moni,Stub,Bangladesh,688430552,166.4
Benjamin Green Freeman,Stub,Liberia,688501356,4.9
Han Tha Myint,Stub,Myanmar,688524967,53.9
Willem Buys,Stub,Netherlands,688537236,17.2
Joseph Gustave Ernest Allard,Stub,Belgium,688590526,11.4
Takis Papageorgopoulos,Stub,Greece,688695923,10.6
List of 2010 Canadian incumbents,Start,Canada,688697227,37.2
Zhu Haowen,Stub,China,688763099,"1,393.8"
Abu Samah Mohd Kassim,Stub,Malaysia,689248087,32.5
Stanislaus Okurut,Stub,Uganda,689614169,44.1
Template:Current Kazakh Cabinet,Stub,Kazakhstan,689844012,18.4
Ilmi Hallsten,Stub,Finland,689893447,5.5
Zhao Dezun,Stub,China,689932213,"1,393.8"
Mario Occhiuto,Stub,Italy,689944992,60.6
Leszek Deptuła,Stub,Poland,689950541,38.4
Sergei Walter,Start,Ukraine,690074710,42.3
List of mayors of Radoviš,Stub,Macedonia,690088836,2.1
"Péter Szilágyi (politician, 1981)",Start,Hungary,690152474,9.8
Harold Collins (Canadian politician),Stub,Canada,690205437,37.2
R. G. Balan,Stub,Malaysia,690430012,32.5
Vítor Aleixo,Stub,Portugal,690548204,10.3
Tuomas Pohjanpalo,Stub,Finland,690700220,5.5
Zhang Chang (Han),Stub,China,690768683,"1,393.8"
Lei Chunmei,Stub,China,690770856,"1,393.8"
Franci Slak,Start,Slovenia,691045510,2.1
Abdus Sattar Mondal,Stub,Bangladesh,691201135,166.4
Bashir Saadawi,Stub,Libya,691346630,6.5
Igwe Aja-Nwachukwu,Stub,Nigeria,691389889,195.9
Speaker of the Legislative Assembly of the Province of Canada,Stub,Canada,691747234,37.2
Josif Pashko,Stub,Albania,692123101,2.9
Ahmed Jamsheed Mohamed,Stub,Maldives,692141335,0.4
Kerfalla Yansané,Stub,Guinea,692173141,11.9
Amadou Konare,Stub,Mali,692298286,19.4
João Alberto de Souza,Stub,Brazil,692475749,209.4
Mote Terukaio,Stub,Kiribati,692502721,0.1
Tekiau Aretaateta,Stub,Kiribati,692502986,0.1
Marie-José Laloy,Stub,Belgium,692684868,11.4
Émile Marie Laurent,Stub,France,693011077,65.1
Mahamat Hissene,Stub,Chad,693055898,15.4
Rafael Tobias de Aguiar,Stub,Brazil,693179500,209.4
Phạm Thị Trân Châu,Stub,Vietnam,693208023,94.7
David Pacha,Stub,Solomon Islands,693211421,0.7
Charles Oboth Ofumbi,Start,Uganda,693292931,44.1
Lu Ruilin,Stub,China,693336296,"1,393.8"
Lalbuaia,Stub,India,693337130,"1,371.3"
Ian Brossat,Stub,France,693338177,65.1
Yuan Baocheng,Stub,China,693354280,"1,393.8"
Pumla Kisosonkole,Start,Uganda,693388584,44.1
Ivo Nesrovnal,Stub,Slovakia,693431430,5.4
Pekka Pesola,Stub,Finland,693514155,5.5
Jean Capelle (politician),Stub,France,693552292,65.1
Magnús Norðdahl,Stub,Iceland,693573541,0.4
Li Zaihe,Stub,China,693661018,"1,393.8"
Guillermo Montenegro,Stub,Argentina,693714773,44.5
Khas-Ochiryn Luvsandorj,Stub,Mongolia,693721533,3.2
Michele Columbu,Stub,Italy,693748230,60.6
Li Sancai,C,China,693817205,"1,393.8"
Martin Zephyr,Stub,Guyana,694039903,0.8
Khadyr Saparlyev,Stub,Turkmenistan,694084978,5.9
Arouna Mama,Stub,Benin,694112087,11.5
List of Dutch politicians,B,Netherlands,694313944,17.2
Robert Bohn Sikol,C,Vanuatu,694335820,0.3
Javier Reátegui,Stub,Peru,694337217,32.2
Mamadou Djigué,Stub,Mali,694364743,19.4
Nyamyn Jagvaral,Start,Mongolia,694557304,3.2
Mahadeo Deole,Stub,India,694588693,"1,371.3"
Ngo Dinh Khoi,Stub,Vietnam,694815600,94.7
Jorge Lemus,Stub,Argentina,694889020,44.5
Viktor Magnus von Born,Stub,Finland,694949199,5.5
Lennart Byman,Stub,Finland,694949347,5.5
Hamid Khan Achakzai,Stub,Pakistan,694954386,200.6
Johan Helo,Stub,Finland,694969219,5.5
Gunnar Henriksson,Stub,Finland,694969272,5.5
Cecilia Soria,Stub,Argentina,695276940,44.5
Francisco de Arango y Parreño,Start,Cuba,695389357,11.1
Tian Xiangli,Stub,China,695393414,"1,393.8"
Ridha Charfeddine,Stub,Tunisia,695405443,11.6
Tjapko Poppens,Stub,Netherlands,695633280,17.2
Pradip Kumar Gyawali,Start,Nepal,695644408,29.7
Thierry Poyet,Stub,Monaco,695938011,0.04
Eric Elena,Stub,Monaco,695941127,0.04
Template:Azerbaijan-diplomat-stub,Stub,Azerbaijan,696105770,9.9
Kalikst Witkowski,Stub,Poland,696119166,38.4
Nikos Markatos,Start,Greece,696253449,10.6
Dobrilo Dedeić,Stub,Montenegro,696310078,0.6
Navin Patel,Stub,Fiji,696350624,0.9
Christopher Nwankwo,Stub,Nigeria,696479863,195.9
Electoral history of Atal Bihari Vajpayee,Stub,India,696606312,"1,371.3"
Khanzahi,Stub,Iran,696608092,81.6
Palden Tsering Gyamtso,Stub,India,696608668,"1,371.3"
Soledad Sosa,Stub,Argentina,697009255,44.5
Shafi U Ahmed,Stub,Bangladesh,697267319,166.4
Omar Benjelloun,Stub,Morocco,697280332,35.2
Fernão Martins da Fonseca Coutinho,Stub,Portugal,697369222,10.3
Jean-François Robillon,Start,Monaco,697507956,0.04
Lhatu Wangchuk,Stub,Bhutan,697511001,0.8
Tek Bahadur Gurung,Start,Nepal,697556836,29.7
Mohammad Sultan,Start,Bangladesh,697559666,166.4
Gaya Prasad,Stub,India,697662367,"1,371.3"
Political Bureau of the Central Committee of FRELIMO,Stub,Mozambique,697742639,30.5
Old Men Forget,Stub,United Kingdom,697897076,66.4
Satini Manuella,Stub,Tuvalu,697908533,0.01
S. Ganesan,Stub,India,698048774,"1,371.3"
"Rhinoceros Party of Canada candidates, 1980 Canadian federal election",Stub,Canada,698077739,37.2
"Salvador Bermúdez de Castro, 2nd Duke of Ripalda",Start,Spain,698093715,46.7
Rameshwor Phuyal,Stub,Nepal,698241676,29.7
Rishi Kattel,Stub,Nepal,698253253,29.7
Template:GuineaPMs,Start,Guinea,698266236,11.9
Peter Arnold (politician),Stub,Australia,698345894,24.1
Sushila Chaudhary,Stub,Nepal,698571611,29.7
Mahendra Dhoj G.C.,Stub,Nepal,698571613,29.7
Sher Bahadur Tamang,Stub,Nepal,698571631,29.7
Hari Bahadur Khadka,Stub,Nepal,698571634,29.7
Tirtha Bahadur Lama,Stub,Nepal,698571661,29.7
Vishwendraman Pashwan,Stub,Nepal,698571662,29.7
Tuluram Rajbanshi,Stub,Nepal,698571672,29.7
Hari Lal Joshi,Stub,Nepal,698571717,29.7
Arjun Jang Bahadur Singh,Stub,Nepal,698571731,29.7
Prem Lal Singh,Stub,Nepal,698571738,29.7
Sebaki Devi Das Tatma,Stub,Nepal,698571745,29.7
Chandra Bahadur Gurung,Stub,Nepal,698571747,29.7
Krishna Das Shrestha,Stub,Nepal,698571748,29.7
Om Prakash Yadav Gulzari,Stub,Nepal,698571750,29.7
Omprakash Yadav,Stub,Nepal,698571758,29.7
Hari Parajuli,Start,Nepal,698571782,29.7
Ishwar Dayal Mishra,Stub,Nepal,698571785,29.7
Sher Dhan Rai,Stub,Nepal,698571803,29.7
Bhim Bahadur Tamang,Start,Nepal,698572100,29.7
Bedanand Jha,Stub,Nepal,698572160,29.7
Mohan Prasad Pandey,Stub,Nepal,698572183,29.7
Shekha Nath Adhikari,Stub,Nepal,698572200,29.7
Dev Raj Joshi,Stub,Nepal,698572239,29.7
Tarinee Datt Chataut,Stub,Nepal,698572252,29.7
Rabindra Nath Sharma,Stub,Nepal,698572269,29.7
Tek Bahadur Chokhyal,Stub,Nepal,698572288,29.7
Dip Kumar Upadhaya (Lamichhane),Stub,Nepal,698572291,29.7
Brijesh Kumar Gupta,Stub,Nepal,698572322,29.7
Harka Bahadur Singh,Stub,Nepal,698572326,29.7
Mohammad Estiyak Rai,Stub,Nepal,698573619,29.7
Rameshwor Prasad Dhungel,Stub,Nepal,698573648,29.7
Parbati Chaudhary,Stub,Nepal,698573657,29.7
Ram Hari Subedi,Stub,Nepal,698573663,29.7
Malabar Singh Thapa,Stub,Nepal,698573690,29.7
Yagya Bahadur Basnyat,Stub,Nepal,698573707,29.7
Narayan Singh Pun,Stub,Nepal,698573738,29.7
Ram Ayodhya Prasad Yadav,Stub,Nepal,698575586,29.7
Ramnath Dhakal,Stub,Nepal,698575613,29.7
Sher Bahadur Kunwor,Stub,Nepal,698575620,29.7
Ram Bir Manandhar,Stub,Nepal,698575646,29.7
Radhe Chandra Yadav,Stub,Nepal,698575662,29.7
Til Kumar Menyangbo Limbu,Stub,Nepal,698575677,29.7
Tirtha Ram Dangol,Stub,Nepal,698575695,29.7
Rajendra Kumar KC,Stub,Nepal,698575714,29.7
Lekh Nath Neupane,Stub,Nepal,698582041,29.7
Frank Lark,Start,New Zealand,698635954,4.9
Dorji Namgyal,Stub,Bhutan,698806662,0.8
Ugyen Tshering,Stub,Bhutan,698806682,0.8
Ibrahim Didi,Stub,Maldives,698807297,0.4
Ibrahim Saleem,Start,Maldives,698807322,0.4
Mohamed Munavvar,Start,Maldives,698807325,0.4
Mohamed Zahir Hussain,Stub,Maldives,698807337,0.4
Azima Shukoor,Stub,Maldives,698807345,0.4
Mohamed bin Hajj Ali Thukkala,Stub,Maldives,698807371,0.4
Mahmood Razi,Stub,Maldives,698807791,0.4
Kumaraswamy Nandagopan,Stub,Sri Lanka,698946168,21.7
V. Sivayogan,Stub,Sri Lanka,698946169,21.7
P. Ariyaratnam,Stub,Sri Lanka,698947539,21.7
V. Edirmannasingham,Stub,Sri Lanka,698947672,21.7
K. Vignarajah,Stub,Sri Lanka,698947841,21.7
M. Manickam,Stub,Sri Lanka,698948097,21.7
S. R. P. Sraiva,Stub,Sri Lanka,698948150,21.7
Štefan Osuský,C,Slovakia,698964210,5.4
Elżbieta Branicka,Stub,Poland,699022350,38.4
S. Pasupathipillai,Stub,Sri Lanka,699090098,21.7
Ananda Kumarasiri,Stub,Sri Lanka,699090515,21.7
Manuel Martin (conquistador),Stub,Spain,699093655,46.7
Thein Tun,Stub,Myanmar,699105110,53.9
Khin Yi,Stub,Myanmar,699105313,53.9
Win Aung,Start,Myanmar,699105350,53.9
Sao Seng Suk,Stub,Myanmar,699105456,53.9
Maung Oo,Start,Myanmar,699105911,53.9
Nai Htaw Sorn,Start,Myanmar,699105927,53.9
Sein Myint,Stub,Myanmar,699105952,53.9
Khin Maung Thein,Stub,Myanmar,699105999,53.9
Kyaw Swa Khaing,Stub,Myanmar,699106128,53.9
Khin San Hlaing,Stub,Myanmar,699106152,53.9
Tin Hlaing,Stub,Myanmar,699106649,53.9
Thein Swe,Stub,Myanmar,699106665,53.9
Mohammad Temim,Stub,Morocco,699136209,35.2
Teodor Szybiłło,Stub,Poland,699143672,38.4
Prapat Panyachatraksa,Stub,Thailand,699197059,66.2
Suwat Liptapanlop,C,Thailand,699197123,66.2
Sutham Sangprathum,Stub,Thailand,699197323,66.2
Virachai Virameteekul,Start,Thailand,699197850,66.2
Theera Wongsamut,Start,Thailand,699198463,66.2
Kraisak Choonhavan,Start,Thailand,699198744,66.2
Chob Yodkaew,Stub,Thailand,699199094,66.2
Mönkhchuluuny Zorigt,Stub,Mongolia,699217035,3.2
Nyamjavyn Batbayar,Stub,Mongolia,699217197,3.2
Fritz Hofmann (politician),Stub,Switzerland,699244801,8.5
Mohammad Amjad,Stub,Pakistan,699260156,200.6
Andriy Veselovsky,Start,Ukraine,699336500,42.3
Ivan Maistrenko,Stub,Ukraine,699336835,42.3
Yury Lutovinov,Start,Russia,699336991,147.3
Ihor Kharchenko,Start,Ukraine,699337057,42.3
Mykola Hrabar,Stub,Ukraine,699337076,42.3
Emil Byk,Stub,Austria,699337845,8.8
Ihor Dushyn,Stub,Ukraine,699338274,42.3
Victor Său,Stub,Moldova,699338569,3.5
Vasiliy Pokotilo,Stub,Russia,699339086,147.3
Iuliana Gorea-Costin,Start,Moldova,699339429,3.5
Alexandru Codreanu,Stub,Moldova,699339451,3.5
Paweł Adamowicz,Stub,Poland,699339741,38.4
Ioan Străjescu,Stub,Romania,699339799,19.5
Alexandru Cantacuzino,Stub,Romania,699339851,19.5
Eugen Bejinariu,Stub,Romania,699340034,19.5
Juliusz Leo,Stub,Poland,699340111,38.4
Leo Goldhammer,Start,Israel,699340192,8.5
Ivan Tkachenko (politician),Stub,Moldova,699340750,3.5
Yevsey Gindes,Start,Azerbaijan,699340982,9.9
Pavel Parasca,Start,Moldova,699341069,3.5
Albin Dunajewski,Stub,Poland,699341077,38.4
Sospeter Machage,Start,Kenya,699341277,51
Franciszek Bajorek,Start,Poland,699359388,38.4
Mohamed Charfi,Stub,Tunisia,699363937,11.6
Don Ferguson (South Australian politician),Stub,Australia,699385095,24.1
Keith Plunkett,Stub,Australia,699387282,24.1
Kym Mayes,Stub,Australia,699387500,24.1
Max Brown (politician),Stub,Australia,699387764,24.1
Wyllys–Haynes family,Start,United States,699520934,328
Viktor Anpilov,Stub,Russia,699565471,147.3
